message_timestamp,user_name,topic_name,message_text,channel,thread_ts,topic_description,topic_id,user_id,processed_at
1710370161.122779,Manu,Email Templates - Styling Adjustments for Links,"<@U039WK9NWA0> - Hi, I’ve identified a small issue with the Email Templates: *There’s no styling for links that are added in the intro section (the one that is not with white background).* Can we adjust that both in the regular templates and in the future AutoPub templates?",refact-stackedmarketer,1710370161.122779,"Addressing the lack of styling for links in the intro section of email templates, applicable to both regular and AutoPub templates.",de483ca3-a627-47a6-a67e-ea1e27a4022e,U059AC59LLF,2025-12-11T21:35:58.69Z
1719218048.466009,Parnia,Optimize Load Speed for Newsletter Signup Pages,"Hey <@U059AC59LLF>
This message is about the ""Optimize load speed for signup pages"" task.

We couldn't replicate the issue (slow loading time) on the newsletter signup pages. Could you please provide us with more information? Specifically:

• Did you personally encounter the slowness, or did you receive reports from users?
• Is the slowness specific to certain cases, such as:
    ◦ A specific device (e.g., mobile)?
    ◦ A specific browser?
    ◦ Logged-in users only, or all users?
Any other information, such as recording a video showing the issue, would be helpful if possible.

CC: <@U05SL9R85PF> <@U05R8DF8EJE>",refact-stackedmarketer,1719218048.466009,"Investigate and resolve the slow loading time issue on the newsletter signup pages. Gather information on specific cases such as device type, browser, and user status to replicate the issue.",04f79545-89e9-421e-827c-183cb0072f43,U039WK9NWA0,2025-12-11T20:30:20.914Z
1731582823.858799,Parnia,Learning Hub Updates - Design and Development Progress,"Hey <@U059AC59LLF>
I hope you're doing great!

Please review the Learning Hub design updates <https://www.figma.com/design/PUkhV3VK8Yo6a2nSnFnI03/%5BStacked-Marketer-Pro%5D-Hi-Fi?node-id=9706-55469&amp;node-type=section&amp;t=jydM9VFdWV6WS61h-0|here>:
• Latest Tactics widget is added
• Navigation is updated",refact-stackedmarketer,1731582823.858799,"Comprehensive updates on the Learning Hub, including design and development progress. Covers new widget additions, navigation updates, and upcoming tasks for implementation.",49576b27-8bd0-4e0c-bab4-9d9adca009d8,U039WK9NWA0,2025-12-11T20:42:48.602Z
1729608099.599209,Manu,Meeting Agenda and Coordination,"Hi <@U039WK9NWA0> - Do we have our call today as planned? Any questions from your side? I don’t have any requests or questions, so only necessary to do the call if you need it.",refact-stackedmarketer,1729608099.599209,"Messages related to setting agendas and coordinating team meetings, including topic discussions and participant confirmations.",e1d4af58-b9df-4702-a02a-150b0107d7f5,U059AC59LLF,2025-12-11T20:40:48.466Z
1718697888.890049,Parnia,Meeting Scheduling - Date Change Request for Next Quarter Planning,"Hey <@U059AC59LLF>
I wanted to touch base about our meeting today.
I don't have anything on my list that needs discussion on the call.
If you also don't have any topics to address, would you be open to canceling today's call and syncing offline instead?

CC: <@U05R8DF8EJE> <@U46P0EG4A>",refact-stackedmarketer,1718697888.890049,Discussion about canceling a meeting due to no topics needing discussion.,cee17fe1-460f-4835-9c84-e893ae707555,U039WK9NWA0,2025-12-11T20:30:04.693Z
1742244833.387269,Manu,Advertise With Us Form - Data Collection and CM Integration Issue,<@U039WK9NWA0> - Not sure when this was last updated but the Next button from this form doesn’t trigger anymore: <https://www.stackedmarketer.com/advertise-with-us-survey/> The last submission that went through successfully was on 9th March.,refact-stackedmarketer,,Investigate the issue where the 'Advertise With Us' form data is collected in WordPress but not sent to Campaign Monitor (CM). Determine if this flow is expected or requires adjustments.,f828f73f-7294-43ae-b464-3c7e065666af,U059AC59LLF,2025-12-11T20:50:52.264Z
1699457267.620849,Manu,Stacked Marketer - Brand Assets and Logo Variants,<@U039WK9NWA0> <@U05BJUUT44B> - We have one comment for the Stacked Marketer Pro logo.,refact-stackedmarketer,,"Discussion and coordination on obtaining and utilizing brand assets and logo variants for Stacked Marketer, including formats like .ai, .psd, and PNG for various uses.",baa63fc4-07d3-4bd2-9855-36886a90ffd8,U059AC59LLF,2025-12-11T22:04:04.213Z
1728568527.798779,Manu,wpForo - Membership Access Bug,"Hi <!here> - How can we include new memberships in Forum access? We have a few new options and even though members are added to the Registered usergroup, they still don’t have Forums access. I tried by using a custom URI regex rule in the Rules section of MemberPress but this didn’t work.

User this came up for: destinicopp

Membership: 7-Figure Newsletter

Screenshot of “access”: <https://vento.so/view/a545866b-a27e-4ad4-949d-3bda667fc656>",refact-stackedmarketer,1728568527.798779,Investigate and resolve the access bug in wpForo affecting members with certain memberships. Includes video explanation for further context.,68629af6-c938-40a2-8cd5-720adaba3f3f,U059AC59LLF,2025-12-11T20:39:59.121Z
1714515608.765959,Abdurrahman,SM Pro - Gallery Viewer for Images and Videos,"<@U059AC59LLF> Regarding
""Gallery viewer (interstitial) for images and videos on SM Pro and Single with ToC""

• Do you mean the images and videos that are included on the article pages?
• Under what conditions do the videos sometimes appear distorted? Can you provide an example or screenshot?
• What do you mean by ""Single with ToC""",refact-stackedmarketer,1714515608.765959,"Discussion about the gallery viewer (interstitial) for images and videos on SM Pro and Single with ToC, including issues with video distortion and clarification on 'Single with ToC'.",8429f1cc-202e-4c45-8d98-4a5c11704d4b,U05R8DF8EJE,2025-12-11T20:24:18.579Z
1716294626.104539,Manu,Server SFTP Connection Rejection,"Were there any changes made to our server that makes it reject SFTP connections? <@U05SL9R85PF> <@U039WK9NWA0> I can’t connect with FileZilla or alternatives anymore, not sure if because of our server or my connection.",refact-stackedmarketer,1716294626.104539,"Investigate the issue where the server is rejecting SFTP connections, affecting FileZilla and other clients. Determine if recent server changes are the cause.",5d941366-2392-4cb9-86c0-833aecde166f,U059AC59LLF,2025-12-11T20:27:44.392Z
1702928117.781059,Julien Tricheux,Branding Color Discrepancy - Tactics Reds vs. Blue Hex Code,"Hi <@U059AC59LLF>

That's a little strange. Maybe the wrong version was shared. Please let me take a look and get back to you.",refact-stackedmarketer,,"Address the issue of Tactics reds not being updated and still showing the blue hex code, ensuring consistency across branding materials.",37316834-6e90-4767-894e-e553fd6294ff,U05BJUUT44B,2025-12-11T21:04:47.46Z
1711629831.009459,Manu,AutoPub Newsletter Template Width Issue in Apple Mail,":warning: Hi everyone (CC <@U039WK9NWA0> <@U46P0EG4A>), we have a very big issue with AutoPub/the newsletter template.

The blue boxes are a different width than the white ones, which causes issues with Apple Mail (mobile and desktop).

You can see some screenshots of the issues below. *This does not happen once you click to Read in Browser.*

From what I read, there’s maybe some width reset needed if it’s not just purely a width bug.

*This is very important and high priority to fix for us, we should not be sending broken emails.*",refact-stackedmarketer,1711629831.009459,"Investigate and resolve the issue where the blue boxes in the AutoPub newsletter template are a different width than the white ones, causing display issues in Apple Mail on both mobile and desktop. This does not occur when viewed in a browser. A width reset may be needed.",a69528f0-6cd2-4d45-8af1-bf8045ccde50,U059AC59LLF,2025-12-11T20:01:33.345Z
1710920920.245679,Manu,Stackedmarketer Website Launch Strategy and Phases,"Hi <@U039WK9NWA0>, enjoy the holiday!

Just one question: What about the launch?",refact-stackedmarketer,,"Discussion on the strategy and phased approach for the Stackedmarketer website launch, including options for full launch in April or a two-phased launch starting in mid-March.",4ac5b965-c57f-427f-8a84-2f4e19f836ad,U059AC59LLF,2025-12-11T21:37:25.967Z
1705499213.976899,Manu,SM Pro Newsletter - Pre-Checkout Form Subscription Process,"The user submits their email on the Landing Page, it gets added to SM Pro.

Once the user finishes the signup on the checkout page, they get the Forum Username assigned in Campaign Monitor and Paying Sub field also updates to Active. This allows us to then segment active subscribers separately, within the same list.

And it lets us do abandoned checkout emails for those who have their emails there but no Paying Sub.

We can also then update Paying Sub to Canceled when someone stops their subscription, so we can try to win them back at a later time.

So, we add them on the same list for their intent to try Stacked Marketer Pro, then use custom fields to define their actual subscription status.",refact-stackedmarketer,,"Clarification on the subscription process for the SM Pro Newsletter, specifically regarding whether users are subscribed upon submitting the pre-checkout form or only after completing a purchase.",65c8a282-4a4b-463b-9600-50f67cc81dc6,U059AC59LLF,2025-12-11T21:14:10.915Z
1732548733.735649,Abdurrahman,Newsletter Scheduling and Update Monitoring,There's a newsletter section on <https://entries.webbyawards.com/#/enter/submit-work/|Webby awards> (websites and mobile sites category) FYI <@U059AC59LLF>,refact-stackedmarketer,,Managing the scheduling of newsletters and monitoring updates once they are live.,9708778d-c2dd-4472-a94b-88ac21b8eeaa,U05R8DF8EJE,2025-12-11T20:43:44.606Z
1706896674.036219,Naghmeh,Newsletter Content - Brain Teasers Feedback,<@U059AC59LLF> I love the brain teasers at the end of your newsletter! They always bring a smile to my face :slightly_smiling_face:,refact-stackedmarketer,1706896674.036219,"Feedback and discussions related to the brain teasers included in the newsletter content, focusing on reader engagement and enjoyment.",8eb95315-813b-40d7-a7d7-387457bb0424,U46P0EG4A,2025-12-11T21:19:30.261Z
1743471908.137169,Julien Tricheux,Channel Membership Management - Guest Invitations,<@U05BJUUT44B> has left the channel,refact-stackedmarketer,,"Requests and updates related to managing channel membership, including inviting single channel guests and handling Slack Connect issues.",70f1b514-3851-462e-b6ff-6357888b82c4,U05BJUUT44B,2025-12-11T20:52:29.137Z
1701279162.823989,Abdurrahman,Stripe Elements and Checkout Flow Enhancements,"Thanks <@U059AC59LLF>
Cool for 1.

About the flow, I thought the other way around might be better to minimize “time to value”.  Here’s how it works (if feasible)

Click on CTA  > Stripe Checkout page > Enter name, email and payment info > Land in SM Pro Hub (homepage) as logged in user and start onboarding
• This is only possible if we can use the *name & e-mail* fields from Stripe to create a member in MP and start a subscription for that member. (needs verification)
Meanwhile we send user a confirmation e-mail that allows
1. Go to account page to set password and username (do we _really_ need a username, since unique identifier is e-mail) 
2. Land on Hub without entering password (like magic link of Slack)",refact-stackedmarketer,,"Discussion on implementing Stripe Elements and Checkout flow enhancements, including address autofill and business checkbox visibility for all customers. Focus on improving user experience and maintaining current payment structure.",78a4a2f7-5e8d-40d3-9467-be279917d52a,U05R8DF8EJE,2025-12-11T22:09:09.543Z
1711292929.890979,Manu,SM Pro - Enable Comments on Courses/Lessons,"*Not urgent today but if possible before Tuesday:* Can we enable comments on courses/lessons. See image for the error I get now. Should be relatively easy, and it should use the SM Pro Report styling (it’s for individual course lessons).",refact-stackedmarketer,,Request to enable comments on courses/lessons using SM Pro Report styling for individual course lessons.,38d468a3-8925-435c-a57e-059a4b4b1cc6,U059AC59LLF,2025-12-11T19:57:23.772Z
1742244852.918279,Manu,Advertise With Us Form - Data Collection and CM Integration Issue,"It’s important to fix this one ASAP, since it’s our contact form for sponsors",refact-stackedmarketer,,Investigate the issue where the 'Advertise With Us' form data is collected in WordPress but not sent to Campaign Monitor (CM). Determine if this flow is expected or requires adjustments.,f828f73f-7294-43ae-b464-3c7e065666af,U059AC59LLF,2025-12-11T20:51:02.633Z
1717677457.377509,Ali Karimi,SM Content Space - WordPress Category Management and Implementation,"Hi <@U059AC59LLF>
Wanted to inform you that WP categories are now available for courses on production. Could you please update the categories for courses as well?
<https://www.stackedmarketer.com/wp-admin/edit.php?post_type=mpcs-course>
u",refact-stackedmarketer,1717677457.377509,"Discussion and implementation strategies for managing WordPress categories, including restructuring and switching parent categories without deletion.",85bad532-63be-4342-aa9a-761279f660ca,UL2E9PUQP,2025-12-11T20:29:32.459Z
1713035458.412239,Manu,SM Pro - Learning Hub Order Adjustment Based on Feedback,":information_source: FYI, we switched the order in the SM Pro Learning Hub a bit based on some feedback. I noticed we can do it ourselves. Did on both staging and production.",refact-stackedmarketer,,"Adjustments made to the order in the SM Pro Learning Hub based on user feedback, implemented on both staging and production environments.",4784195e-27e9-46d9-9052-1f750ddd2dd1,U059AC59LLF,2025-12-11T20:06:31.591Z
1698768503.650229,Manu,Retainer Rate Negotiation for Increased Hours,*Question in general:* How are things when it comes to hours in our retainer at the moment?,refact-stackedmarketer,1698768503.650229,Discussion on negotiating the hourly rate for increased retainer hours and exploring options for a more favorable rate.,28de3769-2c43-40b2-bad4-4a7dfc5b254d,U059AC59LLF,2025-12-11T22:01:57.503Z
1693737385.437349,Slackbot,User Management - Channel Exit,*Stackedmarketer* has removed themselves from this channel.,refact-stackedmarketer,,Tracking users who leave the channel for team management purposes.,0eac259b-0b8b-4e37-8e3a-3ba9577b6c7c,USLACKBOT,2025-12-11T21:53:48.871Z
1692571399.921269,Manu,Gutenberg Refactoring and Rebranding - Task and Hour Management,"I’ve kind of done this but one thing to note is that I know a few things can be done in parallel so many of the things after row 5 fall into the category where we’d want to have design of some of those things being done while something else that was approved is being implemented, and such.

The main thing is refactoring to Gutenberg and can combine this with the redesign for individual articles and category lists/browsing.

Then re-evaluate what makes the most sense to do in parallel and what depends on the other to be done. I feel like everything else depends on the Gutenberg refactoring, makes little sense to implement a full website redesign on Elementor to switch to Gutenberg a month later",refact-stackedmarketer,,"Discussion on managing tasks and hours in the context of Gutenberg refactoring and rebranding efforts, including transferring remaining hours and evaluating task dependencies.",807d08a3-ca64-4e3d-af11-b48edaca201b,U059AC59LLF,2025-12-11T21:53:35.015Z
1702055063.050929,Manu,H2 Problem Resolution and Template Update,Cool.,refact-stackedmarketer,,Resolution of the H2 problem which also addressed the outdated template issue. The development team is updating the template to the latest version.,bf356b22-21ad-4f80-97cb-896520b25660,U059AC59LLF,2025-12-11T22:13:28.36Z
1702320228.529449,Manu,Stacked Marketer - Brand Assets and Logo Variants,"Thanks, Julien. That should be good for what we need!",refact-stackedmarketer,,"Discussion and coordination on obtaining and utilizing brand assets and logo variants for Stacked Marketer, including formats like .ai, .psd, and PNG for various uses.",baa63fc4-07d3-4bd2-9855-36886a90ffd8,U059AC59LLF,2025-12-11T21:01:54.472Z
1713192294.251599,Parnia,Production Deployment - Subscription Renewal and Updates,"Hi <@U059AC59LLF>
The following tasks will be pushed to production tomorrow 8:30am Austria time:
• Discounts Page
• Homepage Discount section
• Add Deals &amp; Discounts Page to the navigation
• Expired Subscription UX
• Add unsubscribe link to email template footer
• Sync Subscription Status to CM
CC: <@U05SL9R85PF> <@U04FURNNWF6>",refact-stackedmarketer,1713192294.251599,"Tasks related to the deployment of new features and updates to production, including Expired Subscription Renewal flow, Discounts Page, Homepage Discount section, and Sync Subscription Status to CM.",791b2d0f-9da9-435e-b98c-cc3aea9c0182,U039WK9NWA0,2025-12-11T20:06:47.144Z
1709728139.747609,Manu,SM Pro - Reports Section in Learning Hub,"Yep, this same style as the Pro Reports is OK",refact-stackedmarketer,,"Discussion on creating a separate section for SM Pro Reports in the Learning Hub, including decisions on content placement and visibility adjustments.",a68abd03-298d-466c-9e3f-4485ff3633b0,U059AC59LLF,2025-12-11T21:32:54.028Z
1697563645.282559,Manu,Newsletter Content Usage for Upcoming Issues,Thanks! Hope we can use it for the next newsletter. :+1:,refact-stackedmarketer,,"Discussion about utilizing new content for upcoming newsletters, ensuring alignment with editorial goals and timelines.",1dbe4069-91e3-4457-a304-c3a5e8ebeeea,U059AC59LLF,2025-12-11T21:59:28.022Z
1699434031.141979,Manu,PoM Publishing on WordPress - Section and Tag Usage,But the ##IntroText tag is not used at all,refact-stackedmarketer,,"Discussion on the structure and usage of tags in PoM publishing on WordPress, focusing on the inclusion and implications of different sections like 'FROM THE CREW' and '##IntroText'.",38c4f0a9-5e97-4f98-9d54-9e0bf9fd36d4,U059AC59LLF,2025-12-11T22:03:56.699Z
1714139627.933239,Manu,Open Graph Image Selection for Category Pages,"<@U039WK9NWA0> <@U05R8DF8EJE> and maybe <@U05SL9R85PF> - Do we already have the option to choose an open graph image for a category page? For example, we’d like a particular image when sharing this page link: <https://www.stackedmarketer.com/data-stories/>

Or should I look for a plugin and test it on staging before adding it to production as well? Thanks!",refact-stackedmarketer,1714139627.933239,Discussion on the option to choose an open graph image for category pages and potential plugin solutions for implementation.,d9f1d57c-75f5-47f4-9ff3-36dd1f18a57c,U059AC59LLF,2025-12-11T20:08:10.047Z
1713273889.740819,Manu,Website Uptime Monitoring and Downtime Reports,"<@U039WK9NWA0> - I set up an Uptime monitor for our website because we’ve had a few reports of it being down for a few minutes rather regularly. <https://stats.uptimerobot.com/I0IqhsvXhp>

Do you have a better solution already implemented perhaps that you can give me access to?

My plan is to monitor this to see how frequently it happens and then relay that feedback to you, if there’s some significant instability.",refact-stackedmarketer,1713273889.740819,Setting up and monitoring website uptime due to reports of frequent downtimes. Evaluating existing solutions and planning to provide feedback on website stability.,861c4a68-c1c9-4a91-a13c-66432c63ba85,U059AC59LLF,2025-12-11T20:07:04.585Z
1689769803.409699,Manu,Sprint Planning and Task Prioritization [August 7th - August 20th],"Hi Parnia, sounds good, thank you.",refact-stackedmarketer,,"Discussion and decisions regarding task priorities and time estimates for the sprint period from August 7th to August 20th, including planning for upcoming tasks and resource allocation.",0a03b01b-6c4e-4c4e-966d-c8e9d18e7ea8,U059AC59LLF,2025-12-11T21:45:11.638Z
1712823847.081619,Manu,SM Pro - Social and Email Share Button URL Issue,"Hi <@U039WK9NWA0> - for the share icons in the image attached (both for Pro and for the Free version), the URL generated by the social and email buttons is the one for the general website. But it should be for the page we are on. Could this be adjusted? If it’s something that takes under ~1hr or less, we’d like to do it right away.",refact-stackedmarketer,1712823847.081619,Adjust the URL generated by social and email share buttons to reflect the current page instead of the general website for both Pro and Free versions.,cb1a5104-a929-4bb7-9b74-9cebf8f17d5a,U059AC59LLF,2025-12-11T20:05:43.206Z
1708989926.773339,Naghmeh,Litmus Account Activation for Increased Previews,"Thanks, Manu!",refact-stackedmarketer,,"Activation of the Litmus account to allow more email previews for the month, facilitating better QA and testing processes.",78f225a1-8194-4ece-bad1-53cd6a78f34c,U46P0EG4A,2025-12-11T21:26:46.412Z
1751977568.420829,Manu,Local Domain Email Issue - Stackedmarketer,Is there a local installation of our website that you’re updating/testing with? I got some emails that had the stackedmarketer.local domain but we don’t have that set up ourselves.,refact-stackedmarketer,1751977568.420829,"Investigate the issue of emails being sent with the stackedmarketer.local domain, which is not set up. Determine if there is a local installation or misconfiguration causing this.",13b6d105-2606-426f-813c-c571dd45a162,U059AC59LLF,2025-12-11T20:57:13.737Z
1722269350.057779,Parnia,Meeting Scheduling - Date Change Request for Next Quarter Planning,"Hey <@U059AC59LLF>
I'm reaching out to check if you have any discussion items for our meeting tomorrow.

We don't have any on our side, please let me know if you're okay with skipping it.",refact-stackedmarketer,,Discussion about canceling a meeting due to no topics needing discussion.,cee17fe1-460f-4835-9c84-e893ae707555,U039WK9NWA0,2025-12-11T20:34:20.358Z
1745252427.126389,Manu,Rate Limiting Rules Change and Spam Incident,"Another issue, <@U039WK9NWA0> even more important, is that we’re getting spammed and the Rate Limit plugin isn’t catching it for some reason. Will share a video below, explaining the issue.",refact-stackedmarketer,1745252427.126389,"Investigation into the change of rate limiting rules from 'Active (block)' to 'Active (log)', resulting in a spam incident. Discussion includes potential causes, impacts, and corrective measures.",af000651-7ccf-4356-9992-1fbb5cbab17e,U059AC59LLF,2025-12-11T20:54:14.001Z
1762486355.195439,Parnia,Rate Limiting Rules Change and Spam Incident,"Hi <@U059AC59LLF>
Quick update here.

We've implemented the recent anti-spam updates on the production site.
• *Cloudflare Turnstile* is now active on all Gravity Forms (using the _managed challenge_ mode to avoid interrupting real users).
• *Rate-Limiting Plugin* has been updated with a *regex-based email blocklist*.
    ◦ → Currently, it blocks emails that start with a letter followed by more than 7 digits — the common pattern among recent spam submissions.
• *Cloudflare Managed Challenge Rule* has been applied for the *suspicious IP ranges and user agents* identified from recent spam entries.
We monitored turnstile analytics and the Cloudflare security rule in the past few days, and everything seems okay.",refact-stackedmarketer,1761841849.820039,"Investigation into the change of rate limiting rules from 'Active (block)' to 'Active (log)', resulting in a spam incident. Discussion includes potential causes, impacts, and corrective measures.",af000651-7ccf-4356-9992-1fbb5cbab17e,U039WK9NWA0,2025-12-11T19:54:50.775Z
1706191941.642449,Manu,SM Pro - Caching Update Delay and Subscription Access Issues,"So, just caching issue on the list",refact-stackedmarketer,,"Ongoing caching issue affecting SM Pro users, causing delays in content updates and access issues for subscribers. Clearing cache on Cloudflare and Breeze provides temporary relief but does not fully resolve the problem. Requires further investigation to improve user experience.",f08d3e63-0c78-4d31-b25e-cdebb6bd09e2,U059AC59LLF,2025-12-11T21:17:07.861Z
1694548780.865089,Manu,Branding Guidelines for Charts and Graphs and Document Correction,I’ve gone through the doc but I asked two other people on our Crew to have a look. I’ll send a message here tomorrow when we’re ready.,refact-stackedmarketer,1694469268.770619,"Develop guidelines for using brand colors in charts and graphs for 2024 content, ensuring consistency with new brand colors and enhancing visual appeal. Also includes correcting documents with incorrect color codes.",9c3b23df-e529-4b28-ae70-bdd733fb7ea1,U059AC59LLF,2025-12-11T21:54:31.954Z
1705495824.370629,Manu,Forum Editor - Toolbar Icon Customization,"Thanks, <@U05R8DF8EJE>. Let’s leave the same icons we have then for now. They are also with some functionality that might be needed once people post most often.",refact-stackedmarketer,,"Discussion on customizing the toolbar icons in the Forum's 'Leave a Reply' editor, including decisions to retain certain icons due to their functionality and potential user needs.",d0c7eeb0-6bfb-48c0-b855-6da70de9efb5,U059AC59LLF,2025-12-11T21:12:03.828Z
1742259874.418899,Parnia,Advertise With Us Form - Data Collection and CM Integration Issue,<@U059AC59LLF> This is temporarily resolved. The team will investigate further tomorrow for a permanent solution.,refact-stackedmarketer,,Investigate the issue where the 'Advertise With Us' form data is collected in WordPress but not sent to Campaign Monitor (CM). Determine if this flow is expected or requires adjustments.,f828f73f-7294-43ae-b464-3c7e065666af,U039WK9NWA0,2025-12-11T20:51:38.378Z
1707743013.318609,Parnia,Stackedmarketer Website Launch Strategy and Phases,"Hi <@U059AC59LLF>
I hope you had a relaxing weekend. :relaxed:

I’ve been deep-diving into the best path forward for the website launch, especially given the recent scope changes. Wanted to share some insights and thoughts before our meeting on Tuesday.

*Quick Update*: The SM free pages are looking good for completion this week. But, with the extended scope and additional features for the Pro version and Julien's design updates, I've been looking into the best approach for our launch plan.

We’re looking at a couple of strategies to ensure we’re aligning with both our quality standards and your expectations. Here are the options we came up with:

1. *Full Launch in April*: This option would allow us to include all flows, pages, and design updates in the launch, ensuring a comprehensive presentation of both the free and Pro versions. In this approach we will hand over, both SM free and pro by the end of March, on staging for your review. Then we will have 10 to 14 days to implement any possible feedback from your side and also prepare for launch early/mid-April.
2. *Two-Phased Launch*: In this approach, we will divide the scope into 2 phases:
    ◦ *First Phase in Mid-March*: We go live with the new branding for the free version (I’m referring to the logo, color and font changes) and introduce a redesigned homepage hero section. This phase would exclude the user with an expired subscription flows, Onboarding guide, and Deals pages, and the majority of the new design changes Julien proposed.
    ◦ *Second Phase*: Following the initial launch, we would focus on updating the remainder of the free pages based on the new proposed design and completing the tasks excluded in the first phase. This approach ensures that we can still meet an earlier timeline for part of the project, while providing additional time to perfect the remaining elements by mid-April.
Please review the options so we can discuss them in detail on Tuesday to land on what works best for you and the project's success.
Your thoughts before our call would be very helpful, or if there's anything specific you want to dive into, just let me know.",refact-stackedmarketer,,"Discussion on the strategy and phased approach for the Stackedmarketer website launch, including options for full launch in April or a two-phased launch starting in mid-March.",4ac5b965-c57f-427f-8a84-2f4e19f836ad,U039WK9NWA0,2025-12-11T21:21:53.939Z
